200,0,0,296452,39098,31037,38242,43745,21376,36596,14368
200,0,0,65386,171936,85704,36418,38009,15611,9498,9535
200,0,0,147045,49499,55606,35076,28387,41789,11870,8371
200,0,0,50635,29700,9150,30967,5375,5025,5243,4595
200,0,0,83336,37020,3388,124477,4516,80716,9494,9464
200,0,0,223207,210984,20137,37520,6042,15521,10873,5829
200,0,0,387727,60757,43250,51506,28205,22738,9880,2797
200,0,0,389336,75917,18453,50874,16293,84163,5391,8387
200,0,0,48560,19146,10835,23031,4448,20846,1496,1317
200,0,0,117513,30407,13176,7812,11548,6440,5591,4168
200,0,0,224716,24422,10959,4552,5751,3883,4289,1612
200,0,0,843490,161541,35025,59390,16747,39273,55620,26145
200,0,0,557084,10283,20043,29288,12390,49862,15372,10338
200,0,0,31782,18021,11559,22918,6222,18292,2221,1459
200,0,0,640276,51933,83852,27414,15969,22910,18659,10319
200,0,0,240531,19432,13742,2215,6254,3037,5364,789
