200,0,0,680833,208705,511778,126165,110751,173379,78929,91565
200,0,0,540546,287343,366112,9359,261616,219259,113988,80049
200,0,0,238752,646956,80114,173653,453344,81207,80412,72679
200,0,0,916201,267918,47911,143297,84962,71448,63684,86601
200,0,0,1495195,408512,191231,216406,56106,221645,76783,101269
200,0,0,1765555,639586,214724,50021,93058,67184,45885,28827
200,0,0,770795,231422,118256,284673,107185,96142,124262,44178
200,0,0,224063,111187,47138,56908,8304,9719,8043,5691
200,0,0,779040,557522,132543,141705,248601,101396,141064,75118
200,0,0,420451,89689,20251,32192,12264,9129,6622,3478
200,0,0,1912663,462740,246564,87573,154439,97698,41112,48539
200,0,0,242258,144906,57734,13736,4608,26184,7469,17856
200,0,0,1302021,742451,111870,70604,180167,129436,33238,26462
200,0,0,267499,301190,23093,137240,123699,63531,73004,51672
200,0,0,299240,605312,930482,15929,154257,179039,93970,99223
200,0,0,236060,403861,365491,226151,170777,141039,131695,130426
200,0,0,338678,322844,177231,565790,80070,535375,130253,126127
200,0,0,640677,589555,32818,140669,148750,139760,143709,65681
200,0,0,665708,530967,489104,95490,107714,148303,91377,102062
200,0,0,231418,353369,215794,145075,140434,175652,164356,73151
200,0,0,1576295,71385,122873,226829,63662,87476,108487,95212
200,0,0,89964,70930,61525,42052,35688,41266,43563,33795
200,0,0,560733,366152,166470,156329,91139,178875,27693,99872
200,0,0,342971,276195,189534,100153,140947,127778,81464,140478
200,0,0,955302,435601,158788,96683,130876,87250,130750,118651
200,0,0,461151,242044,46831,143107,343476,66649,79723,66510
200,0,0,266679,1019116,157167,156658,88329,163268,111689,143321
200,0,0,471849,1193962,44559,102354,143817,90845,58585,49919
200,0,0,319969,917332,32515,352895,143441,161073,84344,368439
200,0,0,1112250,692830,109811,143169,165621,136740,76172,138570
200,0,0,173725,79272,44520,4113,47166,21911,24239,30275
200,0,0,503461,976537,63086,168206,140058,100175,142032,123373
