55,0,0,821589,456393,173854,123301,201966,124921,50908,69487
55,0,0,408934,414845,120777,134865,123355,65871,75404,149897
55,0,0,848561,812833,100546,37624,57132,79643,52242,102105
200,0,0,837309,287059,142326,115262,71393,322157,169294,76060
200,0,0,267717,230317,40794,145984,394491,179040,144322,34330
200,0,0,49952,47968,10701,39850,26143,16872,17602,17649
200,0,0,868539,389129,300261,125764,120329,109525,216198,113975
200,0,0,544129,809544,61233,133584,118281,80082,42759,83479
200,0,0,680631,349736,44436,393391,134432,72994,77504,49068
200,0,0,595885,428355,113325,94576,24546,115730,44153,80296
200,0,0,508834,448138,96352,227534,76028,65004,52187,28612
200,0,0,56965,53735,4020,17804,59775,15679,12426,18157
200,0,0,404063,542835,279770,34066,96772,110643,97914,84107
200,0,0,389103,299770,191417,56624,95973,91168,48375,39344
200,0,0,228464,312273,71291,68821,64786,92786,46180,23330
200,0,0,362126,2069630,161992,829239,652356,303014,254732,89888
200,0,0,756519,384043,194510,204717,56230,128751,25623,29923
200,0,0,730568,122504,140435,74240,83929,65453,76605,55443
200,0,0,194452,305362,109798,46172,54850,42538,81388,33753
200,0,0,688057,574378,132988,225433,36962,83310,72063,36130
200,0,0,1046817,67521,424713,162988,57820,80109,60145,33812
200,0,0,459895,174327,95100,108606,44666,81195,28780,41697
200,0,0,1156224,1304456,425095,1073994,345008,270859,653446,313090
200,0,0,525429,46909,226784,207007,143132,52093,56492,101914
