200,0,0,773939,94863,104403,34336,408890,98341,129000,208866
200,0,0,492485,241030,173745,104019,89000,88179,290291,104722
200,0,0,1244822,148559,378949,127689,155409,208689,55650,52595
200,0,0,799854,637640,301930,113254,176020,116729,78631,165232
200,0,0,601887,630325,177858,27799,336319,70738,34310,62455
200,0,0,284067,248471,156909,143317,110554,103263,131824,156791
200,0,0,697087,864172,210598,104550,171266,252454,77521,118329
200,0,0,1138955,683662,116856,84195,188808,77822,72144,321733
200,0,0,709133,155511,253660,43469,539576,51683,14391,42832
200,0,0,574583,463235,361237,153095,210196,223714,289999,113324
200,0,0,352554,523068,176170,274166,96272,140499,75189,91927
200,0,0,89289,373237,120103,47955,103924,112312,71858,210489
200,0,0,544512,263290,157705,19539,201782,130637,76371,116364
200,0,0,231692,469887,309838,75636,128402,380720,112109,42130
200,0,0,2704259,858984,641379,947526,460239,354790,300945,280901
200,0,0,924040,779498,289868,55472,127195,100704,145324,85643
200,0,0,393107,227300,125329,123983,176006,82172,193949,101940
200,0,0,555583,677169,143133,165975,239281,213728,41597,77982
200,0,0,892706,534630,206589,59332,117697,133906,42704,94622
200,0,0,62161,74406,52002,26542,42146,35632,14942,18783
200,0,0,537741,553290,111194,88962,139720,158902,49460,54707
200,0,0,256633,385493,113920,117531,188044,74188,189117,144035
55,0,0,408344,165226,219063,10509,141768,143048,16548,48948
55,0,0,1662728,2082605,753094,759837,568790,460063,726429,195365
55,0,0,584031,278545,213966,56485,112426,88689,131423,58994
80,0,0,117841,628994,222870,58290,150888,90934,76768,66451
200,0,0,678497,393335,284883,136720,96796,211236,87034,119733
200,0,0,862526,706253,310218,92607,170586,190767,183094,178558
200,0,0,1370090,321775,226264,251204,138255,75984,84203,95757
200,0,0,1573034,614183,128164,251552,52497,137176,50286,123365
200,0,0,1139654,1216019,569943,290622,828806,490704,198491,238319
200,0,0,906556,313834,36138,110318,301497,58835,69653,185951
200,0,0,821656,423336,134622,77943,108633,132006,75114,63093
200,0,0,416501,520672,91414,50212,93318,79949,155825,80038
200,0,0,856204,178711,193917,181358,122499,106607,166120,64589
200,0,0,243869,60809,27882,18475,42097,25502,34126,23790
200,0,0,774069,228208,59788,241557,262779,146288,61228,89495
200,0,0,263099,293852,42034,125476,207044,99410,93175,211682
200,0,0,56918,614175,221871,148974,379808,70557,48707,111853
200,0,0,498648,526750,400694,77704,187695,163747,99193,119624
200,0,0,118442,41023,20458,16830,39890,23662,20574,44306
200,0,0,215519,496299,25852,324575,77906,71717,97215,50825
200,0,0,1374270,424100,66816,118208,152366,123765,75882,168026
200,0,0,334178,54509,439121,55747,285473,84064,48652,102869
200,0,0,584174,698106,34748,338699,104419,309196,80721,144959
200,0,0,1023965,226759,564505,74900,236922,107170,48863,46432
200,0,0,237015,530715,123163,236877,166303,98082,129597,94882
200,0,0,223526,531685,207782,54269,177336,117941,215356,98841
200,0,0,852574,522348,364371,35221,125397,49729,64093,96864
200,0,0,191195,277545,82060,47850,285169,77585,59278,68444
200,0,0,135610,199274,11995,70635,8954,18289,30977,19258
200,0,0,946554,198136,103855,20771,326417,157351,40738,52441
200,0,0,275391,487126,71599,127461,95831,83775,43742,55683
200,0,0,565841,544254,53747,48854,217444,96085,109307,155353
200,0,0,82919,73257,6672,17063,60568,28110,9711,23019
80,0,0,195260,764511,11532,94587,501263,107079,65877,59244
55,0,0,858981,196623,50102,115068,182637,83392,119135,46373
55,0,0,592087,652508,145387,161977,81817,78158,71388,128170
55,0,0,174428,213115,39878,45859,695201,129195,120087,87536
200,0,0,583920,327471,231896,39490,46675,154016,41281,94702
200,0,0,196069,467301,179561,118407,615270,156308,64742,69727
80,0,0,573278,402484,222487,89502,71189,94437,31856,160576
80,0,0,814870,566050,166610,17040,230610,212190,129796,81203
80,0,0,399123,490266,172036,140823,168592,75365,126859,135639
80,0,0,603156,371126,40168,95139,136086,316601,235565,80680
200,0,0,225861,421648,77391,78515,248219,103353,236012,80107
200,0,0,1025146,350855,265567,136838,224229,237821,96841,37913
200,0,0,263487,572170,775022,69924,239777,119017,70961,101819
200,0,0,198766,631315,145985,41598,126400,141681,163396,107004
200,0,0,300111,494229,171344,31238,249218,98898,105185,108904
200,0,0,271288,674107,241699,200242,305182,213570,103080,52410
200,0,0,252194,415218,73543,87849,310451,181293,213090,76651
200,0,0,638751,701084,198781,176176,164765,161470,76770,85327
200,0,0,1110570,348517,246851,75150,115580,120032,112279,163483
200,0,0,498160,621993,159867,106296,105297,105458,59444,66656
200,0,0,716466,700124,233627,100825,213483,100829,82218,179704
200,0,0,540408,820940,47588,357219,146381,85040,105938,63740
200,0,0,730229,99121,96296,23267,70939,85919,93571,83769
200,0,0,219514,215807,392555,259521,367629,170743,97124,62735
200,0,0,649026,179442,56592,35706,118858,158059,41624,140369
200,0,0,221972,776947,358238,94465,248539,54867,63614,65392
200,0,0,141838,239487,30259,81159,550660,208456,196009,110649
200,0,0,41088,82492,29517,14298,61010,17436,23108,13301
80,0,0,599380,287974,330929,149655,472150,132351,124957,88732
80,0,0,206077,286891,218158,444681,145118,79635,85086,217483
80,0,0,165306,164571,58514,119704,177895,336941,117744,52918
