1711390822,Calibration,48,61,998882,1628384,222937,189307,31850,34907
1711390823,Calibration,48,61,1878311,473947,8388,51223,33702,12607
1711390824,Calibration,48,61,1394520,1766156,226295,119215,45099,49958
1711390825,Calibration,48,61,602640,710312,100605,264822,133672,34143
1711390826,Calibration,48,61,404686,1230520,193355,778154,45814,44114
1711390827,Calibration,48,61,1140445,1013486,235384,66320,57862,78400
1711390828,Calibration,48,61,575044,744411,82313,81196,103791,65778
1711390829,Meditation,48,61,736023,291730,544229,159367,122335,53329
1711390830,Meditation,48,61,695764,625672,94347,345788,162155,104899
1711390831,Meditation,48,61,681745,435973,28298,55677,15066,14387
1711390832,Meditation,48,61,1033203,897406,348372,16110,109710,105271
1711390833,Meditation,48,61,131049,138659,40012,65642,13971,17537
1711390834,Meditation,48,61,1552689,257506,404959,64986,70633,72092
1711390835,Meditation,48,61,321188,384198,27098,93823,10075,32422
1711390836,Meditation,48,61,822463,251054,31105,43886,5142,17042
1711390837,Meditation,48,61,2165994,311563,263301,102841,175445,46660
1711390838,Meditation,48,61,648279,166271,599777,127033,98557,97754
1711390839,Meditation,48,61,1414070,574029,56423,238886,32828,65291
1711390840,Meditation,43,80,412108,303587,253600,221955,69598,19390
1711390841,Meditation,43,80,1265946,789849,39198,178136,75971,50074
1711390842,Meditation,43,80,433696,97769,56339,14029,62457,9328
1711390843,Meditation,43,80,530825,1042956,294311,260371,18410,42936
1711390844,Meditation,56,70,393752,627683,148389,45836,125037,62410
1711390845,Meditation,56,70,739146,1342713,177530,98817,74478,47361
1711390846,Meditation,56,70,1422122,849395,123170,143780,49522,52669
1711390847,Meditation,56,70,281909,244615,9461,23676,18455,21627
1711390848,Meditation,56,70,756439,506055,347664,213049,75350,59252
1711390849,Meditation,56,70,305423,885146,128870,192450,87567,264172
1711390850,Meditation,56,70,565652,1138544,81269,116109,63099,65114
1711390851,Meditation,56,70,614429,42190,70906,43964,15183,12321
1711390852,Meditation,56,70,912755,663424,291309,122050,96163,43047
1711390853,Meditation,56,70,1544226,843614,8136,306692,34086,100751
1711390854,Meditation,56,70,1316154,228241,51795,82248,9597,6910
1711390855,Meditation,56,70,80775,163489,39357,47279,22282,44329
1711390856,Meditation,56,70,367200,100880,22278,62971,44117,26910
1711390857,Meditation,56,70,582056,615816,367018,171136,40065,64625
1711390858,Meditation,56,70,225489,153925,34511,150290,20323,13677
1711390859,Meditation,56,70,1078535,748994,326467,248570,65949,42145
1711390860,Meditation,56,70,1309438,200733,37594,62721,20972,20606
1711390861,Meditation,56,70,226724,516138,28575,55346,19222,21700
1711390862,Meditation,56,70,565210,1192201,178358,220331,29992,74660
1711390863,Meditation,56,70,326815,1540199,258688,235014,17015,46678
1711390864,Meditation,56,70,2057396,1113696,305928,142845,93450,124785
1711390865,Meditation,56,70,330451,363378,43030,24732,22957,25707
1711390866,Meditation,56,70,2066622,974048,301283,448376,84446,41041
1711390867,Meditation,56,70,218686,191442,14698,14717,4773,11553
1711390868,Meditation,56,70,230960,910138,53364,170286,16576,50812
1711390869,Meditation,56,70,1096007,869935,113092,339567,62694,24377
1711390870,Meditation,56,70,1054128,1559558,523867,628305,48347,55183
1711390871,Meditation,56,70,165218,354265,58334,69757,14916,10678
1711390872,Meditation,56,70,1642560,597360,38533,151795,43099,85460
1711390873,Meditation,56,70,730637,296473,47529,51251,19747,15307
1711390874,Meditation,56,70,1705138,777206,119193,136620,155189,70887
1711390875,Meditation,56,70,894164,636283,55763,239572,45967,43810
1711390876,Calibration,47,75,540978,699802,615120,135010,53262,32273
1711390877,Calibration,47,75,682579,93270,93296,14358,7563,18648
1711390878,Calibration,47,75,734720,697049,144503,149607,69031,100579
1711390954,Calibration,48,78,306789,1160859,86415,261598,58109,60563
1711390954,Calibration,48,78,257431,799543,334632,184669,82880,90306
1711390955,Calibration,48,78,65190,242020,22269,88088,51413,25692
1711390956,Calibration,48,78,128160,187578,54465,152306,8621,15394
1711390957,Calibration,48,78,590338,108691,153446,44053,94225,27882
1711390958,Calibration,48,78,491958,1194474,211462,421366,58993,53786
1711390959,Memory1,48,78,947324,754577,232403,118302,126684,79489
1711390960,Memory1,48,78,462937,2059112,112763,207812,390425,70404
1711390961,Memory1,48,78,108481,142113,9736,217216,6053,17817
1711390962,Memory1,48,78,2076852,1179655,1082709,207112,141720,79725
1711390963,Memory1,48,78,1811037,783363,40033,75773,171152,45663
1711390964,Memory1,48,78,742857,1030328,66210,292134,126127,100273
1711390965,Memory1,48,78,325811,1030558,295830,584285,71248,95737
1711390966,Memory1,48,78,1625168,851708,137352,646960,179173,47330
1711390967,Memory1,48,78,1072425,159096,186137,551841,353456,118885
1711390968,Memory1,48,78,188748,560450,91486,34224,36654,26946
1711390969,Memory1,48,78,1445769,1896457,150496,173061,66137,75978
1711390970,Memory1,48,78,857381,534540,343087,263735,68350,203926
1711390971,Memory1,48,78,760351,112492,127667,85850,21548,41223
1711390972,Memory1,48,78,1067661,1946524,495237,640910,104392,148808
1711390973,Memory1,48,78,1190521,596065,713588,350031,175054,83562
1711390974,Memory1,48,78,788120,171412,128147,49925,21338,43962
1711390975,Memory1,48,78,1388995,862873,79438,436858,61420,145917
1711390976,Memory1,48,78,489768,526828,19313,43250,23829,71728
1711390977,Memory1,48,78,1182810,1845622,730865,470084,221005,177199
1711390978,Memory1,48,78,802801,430130,24692,111013,21137,11638
1711390979,Memory1,48,78,418507,1531986,682322,199500,76276,79115
1711390980,Memory1,48,78,649735,459656,293649,371974,366756,127796
1711390981,Memory1,48,78,822664,514818,670179,185324,159087,159858
1711390982,Memory1,48,78,2329875,1196596,115894,205405,65077,158056
1711390983,Memory1,48,78,1113189,723281,444155,456886,138609,105561
1711390984,Memory1,48,78,1945545,1272779,211439,273402,45931,82204
1711390985,Memory1,48,78,647564,633265,156558,125662,60384,62520
1711390986,Memory1,48,78,131532,581403,94779,43176,47193,29126
1711390987,Memory1,48,78,1515283,1293058,384647,292269,334281,148413
1711390988,Memory1,48,78,25882,24497,17679,21552,11734,17528
1711390989,Memory1,48,78,867589,1313475,208948,309605,20545,125859
1711390990,Memory1,48,78,1179030,1287810,92914,458990,14528,34765
1711390991,Memory1,48,78,124636,457742,5552,94885,51945,32897
1711390992,Memory1,48,78,855151,1545385,170835,364243,70088,124792
1711390993,Memory1,48,78,568940,240207,56617,63698,45006,38183
1711390994,Memory1,48,78,65009,319853,276401,34548,19145,18508
1711390995,Memory1,48,78,1903197,776782,63142,125209,110464,37197
1711390996,Memory1,48,78,1491872,1616497,265074,73457,39080,57791
1711390997,Memory1,48,78,184681,108493,48390,63696,10175,7699
1711390998,Memory1,48,78,320702,122332,13508,59494,18026,21417
1711390999,Memory1,48,78,350233,1330651,44346,347150,91875,61731
1711391000,Memory1,48,78,297690,99476,114722,23047,11462,5693
1711391001,Memory1,48,78,1297747,707870,87579,43303,13023,16165
1711391002,Memory1,57,60,1559628,665927,76701,106986,155499,52979
1711391003,Memory1,60,64,1575769,861360,151288,326445,248552,128061
1711391004,Memory1,64,60,1030985,1557829,1008578,280707,306199,105230
1711391005,Memory1,63,64,205359,665695,71988,243698,49019,47451
1711391006,Memory1,60,64,405675,689152,66730,84045,27059,37184
1711391007,Memory1,60,69,1327866,333116,249988,38158,60996,59140
1711391008,Memory1,74,66,50720,67845,7605,27612,10844,12799
1711391009,Memory1,78,66,196680,75724,25287,20760,15731,8907
1711391010,Memory1,78,74,1215367,343870,16981,136913,58052,22896
1711391011,Memory1,80,64,729935,228556,65739,13366,6285,39987
1711391012,Memory1,64,67,679674,492239,214357,85163,42192,24193
1711391013,Memory1,64,67,590760,56293,30860,41822,14648,13983
1711391014,Memory1,64,67,603221,646568,95455,673282,85155,133946
1711391015,Memory1,64,67,1571585,669279,231517,765291,62398,75969
1711391016,Memory1,64,67,977816,1342357,495805,579027,49741,203251
1711391017,Memory1,64,67,1622941,2573458,218762,750902,300379,232059
1711391018,Memory1,64,67,463148,767263,32455,175126,96705,53378
1711391019,Memory1,64,67,240638,530164,71614,114451,32910,67635
1711391020,Memory1,64,67,1978982,827462,249870,322975,137711,105278
1711391021,Memory1,61,77,1025906,206807,196609,102820,54330,29052
1711391022,Memory1,60,78,1062544,332477,64659,151875,84286,22033
1711391023,Memory1,54,90,1454133,220914,181972,67162,57008,39429
1711391024,Memory1,66,81,586512,701344,91006,94066,59026,66518
1711391025,Memory1,66,81,1653746,1162085,153735,492891,34244,52421
1711391026,Memory1,64,78,344814,414659,294421,145798,45438,47563
1711391027,Memory1,64,78,629711,244179,138377,147652,52302,73141
1711391028,Memory1,83,93,798505,41678,178208,227069,58233,84015
1711391075,Calibration,63,67,713296,568175,216932,166863,74229,36686
1711391076,Calibration,63,67,791033,1149427,397915,66084,131886,33581
1711391077,Calibration,63,67,696064,1180584,357688,141798,41487,36309
1711391078,Calibration,63,67,1902345,515873,143407,175083,43099,57257
1711391079,Calibration,63,67,623251,270605,11913,64143,35472,10080
1711391080,Calibration,63,67,245011,71947,145249,49033,29811,35880
1711391081,Calibration,63,67,1411484,530869,15678,33574,93687,27687
1711391082,Calibration,63,67,1545208,1374761,96892,302465,50721,40476
1711391083,Calibration,63,67,439951,1301536,94240,143346,179249,35421
1711391084,Calibration,63,67,1066611,258976,279170,169713,179245,38403
1711391085,Calibration,63,67,540509,113864,128779,34284,57408,15527
1711391086,Calibration,63,67,771560,241457,43404,63418,17631,10559
1711391087,Calibration,63,67,766857,1407624,584023,350157,181276,101376
1711391088,Calibration,63,67,1242022,831938,167560,261063,217278,126130
1711391089,Calibration,63,67,286521,103814,223056,33662,11309,27844
1711391090,Calibration,63,67,1553971,1302815,324323,96436,122987,57670
1711391091,Calibration,63,67,463495,271277,70410,19608,43794,21302
1711391092,Calibration,63,67,1612675,1453522,47918,255036,148866,152183
1711391093,Calibration,63,67,503478,635214,153033,425457,339444,79371
1711391094,Calibration,63,67,887370,590047,614584,286433,155354,28371
1711391095,Calibration,63,67,322358,235622,57497,80318,9450,22535
1711391096,Calibration,63,67,361828,734071,81589,160239,120803,66572
1711391097,Calibration,63,67,8942,46262,1599,10766,12053,4553
1711391098,Calibration,63,67,762146,308662,88688,71786,11786,41818
1711391099,Calibration,63,67,74921,210006,91481,30661,37211,10219
1711391100,Calibration,63,67,928940,850492,148340,111525,194869,88564
1711391101,Calibration,63,67,524536,167080,69340,19043,50717,36896
1711391102,Calibration,63,67,992629,752250,412219,435177,72642,58516
1711391103,Calibration,63,67,512710,120320,108978,49660,23278,24214
1711391104,Calibration,63,67,47659,932364,242271,202645,182705,134087
1711391105,Calibration,63,67,303291,105239,67184,68897,47242,42651
1711391106,Calibration,63,67,1397835,583653,100073,239753,94125,127640
1711391107,Calibration,63,67,1440018,1388063,646091,228885,124442,198143
1711391108,Calibration,63,67,206041,86806,166497,84875,61158,31470
1711391109,Calibration,63,67,1169841,523195,915372,452781,97557,37473
1711391110,Memory2,63,67,960267,1348052,184381,292674,107543,170829
1711391111,Memory2,63,67,2268095,1343047,235348,297544,69092,105605
1711391112,Memory2,63,67,297822,57725,159389,52438,61201,22409
1711391113,Memory2,63,67,606137,2286994,225659,337425,212117,77764
1711391114,Memory2,63,67,876029,998670,669743,157161,251794,57521
1711391115,Memory2,63,67,899526,271006,16134,72464,74776,27545
1711391116,Memory2,63,67,524475,85052,184692,99935,55233,47113
1711391117,Memory2,63,67,715189,169400,16358,61820,45307,24688
1711391118,Memory2,63,67,1311095,1451354,78406,286912,382014,105795
1711391119,Memory2,63,67,505325,192040,12424,52568,15499,58900
1711391120,Memory2,63,67,868083,1089800,558505,177231,163233,192122
1711391121,Memory2,63,67,887590,2716078,46436,107625,57321,76554
1711391122,Memory2,63,67,774855,1367883,587034,158682,58309,43363
1711391123,Memory2,63,67,1446121,1493438,181848,140620,59719,82491
1711391124,Memory2,63,67,844704,1491646,242082,238446,90202,68568
1711391125,Memory2,63,67,313039,103886,149154,65720,20176,31924
1711391126,Memory2,63,67,591345,1457093,201110,415947,10917,202312
1711391127,Memory2,63,67,696476,1285786,646080,776000,93003,93662
1711391128,Memory2,63,67,231636,266715,38368,121891,21435,13741
1711391129,Memory2,63,67,1055871,1220200,103933,663677,117228,82500
1711391130,Memory2,63,67,445200,312213,42528,106085,27465,20327
1711391131,Memory2,63,67,1339751,828973,648300,384133,47976,84457
1711391132,Memory2,63,67,1633726,844921,374637,934969,197052,179870
1711391133,Memory2,63,67,846083,1213270,468958,684173,305260,225539
1711391134,Memory2,63,67,669088,192725,101132,57006,29110,21349
1711391135,Memory2,63,67,1125392,341310,597335,121518,242432,311885
1711391136,Memory2,63,67,718917,1874410,71383,200958,67026,88214
1711391137,Memory2,63,67,1602174,614072,236246,297818,74164,29871
1711391138,Memory2,63,67,614650,193723,12356,31934,19201,18635
1711391139,Memory2,63,67,202263,494459,54438,60748,18081,61551
1711391140,Memory2,63,67,514597,300814,48805,99408,50959,67687
1711391141,Calibration,63,67,661205,868527,45879,238237,111187,153082
1711391142,Calibration,63,67,429353,421055,49274,31722,51777,60197
1711391143,Calibration,63,67,413119,230943,10798,101049,53764,28119
1711391254,Calibration,47,66,197080,800467,68476,119591,78382,58694
1711391255,Calibration,47,66,238075,463762,95395,155864,65552,43375
1711391256,Calibration,47,66,400512,1126228,405929,302119,573050,250410
1711391257,Calibration,47,66,601741,336898,249938,165946,52772,81655
1711391258,Calibration,47,66,181645,280005,64224,171597,44613,25609
1711391259,Calibration,47,66,324265,1002511,44707,153348,39021,32242
1711391260,Calibration,47,66,993495,2187368,447546,1654197,180045,277295
1711391261,Calibration,47,66,93165,2122756,846897,762243,147102,339429
1711391262,UP,47,66,106492,284153,19536,79061,24477,68595
1711391263,UP,47,66,1282946,1504550,486602,333284,292385,374520
1711391264,UP,47,66,292250,344494,70711,417103,83360,83277
1711391265,UP,47,66,841915,1138227,334327,432358,206514,176335
1711391266,UP,47,66,777789,1783634,428847,731026,241197,417785
1711391267,UP,47,66,645611,1191417,283667,700849,139077,187583
