1711396363,Meditation,66,43,1203749,88132,20212,30323,9461,6415
1711396364,Meditation,67,50,1508133,57705,20084,2183,10664,4083
1711396365,Meditation,87,50,885355,53981,17742,28501,16297,12693
1711396366,Meditation,97,47,1633040,113354,20075,32997,31127,18654
1711396367,Meditation,97,47,1565325,112078,118350,38500,26297,20364
1711396368,Meditation,100,44,649093,108548,29264,29141,19535,12265
1711396369,Meditation,100,64,1405844,15328,75945,27960,26304,17422
1711396370,Meditation,100,64,427022,39642,7588,5328,8025,3117
1711396373,Meditation,100,74,558098,150281,139404,59288,7024,31445
1711396374,Meditation,97,77,959645,92429,15782,32398,21825,4984
1711396375,Meditation,100,78,743758,72987,41521,6591,10023,12934
1711396376,Meditation,96,64,829532,14657,4095,5124,1881,1886
1711396377,Meditation,94,53,704345,78331,27560,22002,22479,11443
1711396378,Meditation,100,54,1692707,112654,28336,33461,20660,17540
1711396379,Meditation,100,54,1702882,48271,46643,33868,31648,21406
1711396380,Meditation,100,56,2178816,49762,19069,34766,32998,8767
1711396381,Meditation,100,56,454204,26273,402,9177,5619,3540
1711396382,Meditation,100,63,1447961,48818,26024,40358,24008,9489
1711396383,Meditation,100,63,1740688,130420,22179,32965,40815,13194
1711396384,Meditation,100,69,837118,21869,9603,46162,27001,15169
1711396385,Meditation,100,67,1796641,126836,29511,29842,10633,13463
1711396386,Meditation,100,67,875065,22237,7002,7861,3213,2248
1711396387,Meditation,100,67,476963,17815,27474,15318,7379,3479
1711396387,Meditation,100,67,788549,14344,17436,5866,5616,2620
1711396388,Meditation,100,67,661170,249508,9092,89707,32761,18164
1711396389,Meditation,100,67,715448,27401,621,3269,5363,2610
1711396390,Meditation,100,67,3309347,25553,12650,22659,40578,15106
1711396391,Meditation,100,67,566874,12551,5682,12932,6586,4043
1711396392,Meditation,100,67,1356189,57360,34104,53700,32129,16257
1711396393,Meditation,100,67,666165,19736,753,14051,3467,3156
1711396394,Meditation,100,67,2004062,295630,29192,18491,8614,7560
1711396395,Meditation,100,67,1087605,27659,45049,47517,35628,19029
1711396396,Meditation,100,67,1735507,66058,46563,23377,15342,14522
1711396397,Meditation,100,67,1451858,17155,25923,20674,22321,8926
1711396398,Meditation,100,67,934959,58969,30545,37875,20726,12867
1711396399,Meditation,100,67,1591291,110768,31677,13612,8146,7972
1711396400,Meditation,100,67,698981,11320,5862,12217,3918,3497
1711396401,Meditation,100,67,618564,68000,54200,31926,21034,14215
1711396402,Meditation,100,67,1553262,43508,20419,26481,23478,16672
1711396403,Meditation,100,67,2148135,98184,158413,199668,60590,61050
1711396404,Meditation,100,67,1706120,15382,30506,21979,11276,8811
1711396405,Meditation,100,67,1198590,29058,22026,57059,18248,16015
1711396406,Meditation,100,67,1405154,66939,15923,35058,25294,15231
1711396407,Meditation,100,67,1641957,76540,40745,19521,16504,9281
1711396408,Meditation,0,0,647818,50995,36244,28276,8000,15209
1711396409,Meditation,0,0,1602610,23860,27980,47441,11237,11865
1711396410,Meditation,0,0,766276,25244,20925,36886,21767,11638
1711396411,Meditation,0,0,1671840,73518,255312,189667,127715,49745
1711396412,Meditation,0,0,1240698,33365,20251,31510,19494,11373
1711396413,Meditation,0,0,750887,65118,11612,23944,12216,11912
1711396414,Meditation,0,0,835827,89845,30427,18659,14325,9653
1711396415,Meditation,0,0,964840,83437,44360,39347,15046,10047
1711396416,Meditation,0,0,1839123,133174,69055,112330,134879,70114
1711396417,Meditation,0,0,952521,17667,42823,31639,14995,12220
1711396418,Meditation,0,0,969653,81524,18519,41771,25140,15231
1711396419,Meditation,0,0,669892,13266,9246,9359,3065,2566
1711396420,Meditation,0,0,450383,9336,6032,20253,5783,4160
1711396421,Meditation,0,0,1555815,67341,68101,16336,26138,6501
1711396422,Calibration,0,0,1598166,61861,37922,54555,27985,8997
1711396423,Calibration,0,0,609308,184407,9007,82025,18981,8131
1711396507,Calibration,34,61,898745,158365,23769,25095,6608,5041
1711396508,Calibration,23,53,1375756,865013,181390,71959,27841,21908
1711396509,Calibration,23,41,1031540,268499,65916,9898,16409,7838
1711396510,Calibration,26,43,1412547,58629,35680,23034,7173,4690
1711396511,Calibration,29,38,553049,431515,27962,40231,11343,17689
1711396512,Calibration,40,47,91674,24721,12147,10183,1352,1869
1711396513,Calibration,44,51,391645,130723,58350,8451,6132,6927
1711396514,Memory1,40,44,131954,27811,8015,2303,482,1065
1711396515,Memory1,35,51,648506,167691,46298,7437,1472,5222
1711396516,Memory1,26,37,86519,34301,1393,3729,2193,814
1711396517,Memory1,23,38,307590,375500,121205,118299,34201,15975
1711396518,Memory1,29,35,1078119,578522,66261,87696,17087,33561
1711396519,Memory1,40,40,1013688,755982,444819,80828,46389,66330
1711396520,Memory1,44,48,917175,118377,17259,25464,4200,4581
1711396521,Memory1,35,38,80906,40734,3743,4077,1228,557
1711396522,Memory1,30,50,295789,69234,47772,17664,3646,5574
1711396523,Memory1,24,47,554411,379612,73881,121524,24637,17758
1711396524,Memory1,29,50,100216,30660,13765,5644,1364,2111
1711396525,Memory1,48,63,137116,28321,23979,2463,5119,2924
1711396526,Memory1,41,44,186308,225734,15069,12686,2535,5956
1711396527,Memory1,43,47,42862,17653,6338,5025,1120,1058
1711396528,Memory1,37,48,47429,20781,7079,6224,516,943
1711396529,Memory1,26,47,681947,295730,140951,58790,45193,11440
1711396530,Memory1,30,54,30935,28835,10369,397,1297,1282
1711396531,Memory1,26,54,1606887,187335,35393,75962,16125,7615
1711396532,Memory1,21,53,74766,25719,8696,5596,750,737
1711396533,Memory1,35,57,940977,53845,74963,4821,5566,8895
1711396534,Memory1,37,67,1004153,386488,398322,12287,72731,30342
1711396535,Memory1,38,61,573222,42280,8297,4378,2725,1584
1711396536,Memory1,41,60,408370,140667,35369,33003,17581,5032
1711396537,Memory1,30,35,785235,205367,9060,5488,13312,5820
1711396538,Memory1,38,34,1582752,42455,36423,15892,13833,6225
1711396539,Memory1,48,38,620091,428712,154507,54818,18908,40807
1711396540,Memory1,43,44,800223,58093,31005,33029,4691,1834
1711396541,Memory1,41,63,732751,49079,17856,10719,7180,1829
1711396542,Memory1,41,60,1042458,220691,105468,46977,34345,23302
1711396543,Memory1,41,56,373583,59282,12866,8065,4421,5289
1711396544,Memory1,54,48,1115406,85146,18387,20365,9589,5310
1711396545,Memory1,81,57,2950889,67620,54657,146984,36341,57787
1711396546,Memory1,81,56,875751,45034,9864,17850,10048,4196
1711396547,Memory1,54,50,1876915,920761,143354,13607,27058,9430
1711396548,Memory1,51,57,1493054,216887,176948,41350,11808,13987
1711396549,Memory1,20,41,1551030,692390,77610,67528,14151,13468
1711396550,Memory1,3,40,787739,168218,42854,20818,1809,3829
1711396551,Memory1,8,40,51085,50493,6963,2100,2116,799
1711396552,Memory1,17,41,429549,31279,25040,16496,3209,4918
1711396553,Memory1,23,53,684983,55196,18057,36714,14953,2926
1711396554,Memory1,20,48,410714,219534,14276,42424,9188,3657
1711396555,Memory1,21,54,764295,724420,228102,15476,34236,13632
1711396556,Memory1,4,48,357731,121756,67879,13779,8352,3378
1711396557,Memory1,1,47,307919,113341,68270,21242,8770,2080
1711396558,Memory1,4,51,294997,23332,5707,3180,2084,979
1711396559,Memory1,14,47,319697,451042,40399,62315,51327,18022
1711396560,Memory1,16,26,38458,57053,2623,1392,589,1024
1711396561,Memory1,20,24,1540701,557813,129756,176275,15181,13454
1711396562,Memory1,16,16,172028,35998,4038,1866,1601,1008
1711396563,Memory1,26,37,1245609,148338,296073,31037,7318,31398
1711396564,Memory1,37,57,842858,1412668,494482,534002,95459,101966
1711396565,Memory1,51,51,1572144,344470,96965,9923,28075,21349
1711396566,Memory1,48,60,681220,190074,28718,46378,11504,5919
1711396567,Memory1,50,30,699794,97185,4291,3553,4034,7316
1711396568,Memory1,48,24,983363,116723,975,43024,13984,5814
1711396569,Memory1,41,26,57854,125353,20518,28744,9536,5104
1711396570,Memory1,44,35,495693,40846,31114,9073,5226,1941
1711396571,Memory1,44,60,1387664,178262,235090,78925,35383,38559
1711396572,Memory1,60,67,186039,12148,3011,9514,1078,2925
1711396573,Memory1,70,66,2205810,292238,29139,76664,57587,30193
1711396574,Memory1,81,56,224372,118620,19422,25460,4500,9011
1711396575,Memory1,63,51,163921,95263,64445,9645,8361,3125
1711396576,Memory1,43,53,184696,148328,116583,16899,9012,6433
1711396577,Calibration,30,50,101120,32292,6012,1539,4576,1119
1711396578,Calibration,24,54,1158272,277705,101840,71778,7189,14463
1711396579,Calibration,27,54,1076407,341210,189212,50803,25698,15190
1711396580,Calibration,41,56,2822004,166447,159215,62456,12054,23042
1711396629,Calibration,10,16,298708,196281,3776,8067,4675,5123
1711396630,Calibration,1,1,667580,200130,3590,11602,1424,3173
1711396631,Calibration,3,1,813383,108856,5115,6554,6502,2005
1711396632,Calibration,4,1,2415975,398672,128406,25594,3480,7851
1711396633,Calibration,1,17,1210574,21768,8055,797,1043,589
1711396634,Calibration,10,47,1677645,74253,131184,26437,15260,6420
1711396635,Calibration,8,56,862626,317036,75245,25759,8138,6615
1711396636,Memory2,23,60,177714,26528,15821,2407,4090,1854
1711396637,Memory2,24,60,91739,12620,4216,1256,557,424
1711396638,Memory2,29,41,808391,33696,4394,5709,1817,1654
1711396639,Memory2,37,34,2071812,223386,6989,18030,8835,7124
1711396640,Memory2,27,40,485848,38338,41915,4595,3644,1985
1711396641,Memory2,27,23,1874736,573902,33323,11508,6887,14660
1711396642,Memory2,23,21,145757,80017,14951,4255,2151,2386
1711396643,Memory2,16,38,1846175,224519,105415,28010,5887,5550
1711396644,Memory2,21,35,898562,34834,20867,11838,4418,2557
1711396645,Memory2,30,47,1353582,94244,17929,6680,12312,6838
1711396646,Memory2,20,41,788036,410878,49551,8219,5243,4428
1711396647,Memory2,20,41,1733430,53603,21402,2414,1923,1281
1711396648,Memory2,27,40,1089889,188081,65105,48374,28002,9452
1711396649,Memory2,30,29,482113,338834,77979,28436,27702,17707
1711396650,Memory2,20,34,773762,61960,14590,6154,3392,2037
1711396651,Memory2,26,43,1127456,32635,3859,11483,1152,731
1711396652,Memory2,21,35,720960,209563,22571,22136,7392,5413
1711396653,Memory2,10,47,2507196,162829,142670,37992,22488,5926
1711396654,Memory2,1,38,100818,20212,1581,1149,492,317
1711396655,Memory2,1,26,33426,70800,5807,2076,639,855
1711396656,Memory2,1,29,2167417,315337,59300,23176,7150,4996
1711396657,Memory2,1,10,74130,165749,11447,9011,4557,2882
1711396658,Memory2,1,21,51808,9290,4184,1259,776,370
1711396659,Memory2,16,29,1103951,34884,4190,6820,3267,2020
1711396660,Memory2,26,35,2519913,317740,105644,26315,9585,12968
1711396661,Memory2,41,38,758022,508890,39671,59897,21356,30916
1711396662,Memory2,38,23,683169,712020,65388,14762,19505,15005
1711396663,Memory2,34,20,3006615,567481,24473,82039,26135,18639
1711396664,Memory2,30,4,436081,710055,14657,49164,28981,18520
1711396665,Memory2,21,10,194764,36540,9100,2629,1530,973
1711396666,Memory2,17,26,287728,77597,32066,24051,3747,2156
1711396667,Memory2,16,35,770101,329203,158392,14367,30991,13158
1711396668,Memory2,11,47,289672,36100,4471,7562,1100,787
1711396669,Memory2,8,53,1470000,406132,182225,71793,8062,11793
1711396670,Memory2,24,48,1899793,178304,23749,61709,21187,17568
